0,1,2,3,4
2738735,0.4937380465162926,8,2019-04-27,False
2738739,0.0,8,2019-04-27,False
2738740,0.18163926321060087,8,2019-04-27,False
2740879,0.1327766329197728,4,2019-04-28,True
2740882,0.0751181127301038,8,2019-04-28,True
2740887,0.038944537591633174,8,2019-04-28,True
2740886,0.736022267664956,8,2019-04-28,True
2740885,0.032719108321124346,7,2019-04-28,True
2740906,0.058130394223295405,5,2019-04-28,True
2740905,0.10608500578075386,8,2019-04-28,True
2743107,,8,2019-05-01,True
2743108,,8,2019-05-01,True
2743106,,5,2019-05-01,True
2743111,,8,2019-05-01,True
2743110,,8,2019-05-01,True
2744172,0.06071742570469459,8,2019-05-02,True
2744174,0.044183304111123034,8,2019-05-02,True
2744173,0.08262534323157375,8,2019-05-02,True
2744177,1.0917742752496336,8,2019-05-02,True
2744178,0.05634954631050058,5,2019-05-02,True
2746105,0.0,8,2019-05-04,False
2746106,1.0161307554920715,8,2019-05-04,False
2748123,0.1476105672522278,8,2019-05-05,True
2748127,0.09852703281239186,5,2019-05-05,True
2748130,0.10879145164799656,3,2019-05-05,True
2748128,0.08116932652914141,8,2019-05-05,True
2748131,0.192333701474181,8,2019-05-05,True
2748129,0.2004781397665587,7,2019-05-05,True
2748149,0.0,8,2019-05-05,True
2748148,0.13660389516280194,7,2019-05-05,True
2762896,,4,2019-05-11,False
2762898,,8,2019-05-11,False
2762915,0.0,2,2019-05-12,True
2762918,0.0,6,2019-05-12,True
2762921,0.0,8,2019-05-12,True
2762920,0.010784225146335648,4,2019-05-12,True
2762922,0.038624574188066016,8,2019-05-12,True
2762933,0.03452693996112357,7,2019-05-12,True
2762932,1.104740653769496,8,2019-05-12,True
2762931,0.04245705049162914,6,2019-05-12,True
2769657,0.137384948148279,6,2019-05-18,False
2769659,0.0,4,2019-05-18,False
2769660,1.1720999153153526,6,2019-05-18,False
2769665,,8,2019-05-19,True
2769671,,8,2019-05-19,True
2769669,,8,2019-05-19,True
2769670,,2,2019-05-19,True
2769668,,8,2019-05-19,True
2769689,,8,2019-05-19,True
2769690,,8,2019-05-19,True
2774664,,8,2019-05-25,False
2776377,,8,2019-05-25,False
2776379,0.7744973419143136,8,2019-05-26,True
2776378,0.2410990105210702,8,2019-05-26,True
2776398,0.0008906339944959619,6,2019-05-26,True
2774666,0.0,8,2019-05-26,True
2776397,0.017694752153736074,8,2019-05-26,True
2774663,0.0,1,2019-05-26,True
2777281,0.0,4,2019-05-27,False
2777282,1.132236889042577,8,2019-05-27,False
2782628,,8,2019-06-01,False
2782629,,4,2019-06-01,False
2784078,,8,2019-06-02,True
2784082,,6,2019-06-02,True
2784079,,4,2019-06-02,True
2784080,,8,2019-06-02,True
2784095,,8,2019-06-02,True
2784081,,8,2019-06-02,True
2784094,,8,2019-06-02,True
2790514,0.34736687535588906,8,2019-06-08,False
2791672,0.9333445642500406,8,2019-06-08,False
2790513,0.0,8,2019-06-08,False
2790510,0.0,4,2019-06-08,False
2791670,0.1314763931685462,8,2019-06-09,True
2791673,0.8965993288693382,8,2019-06-09,True
2790515,0.283809513894698,8,2019-06-09,True
2790511,0.00044087531079606745,8,2019-06-09,True
2795195,0.2674607137740693,8,2019-06-13,True
2795198,0.0,8,2019-06-13,True
2795196,0.0930398456478564,8,2019-06-13,True
2795197,0.0,7,2019-06-13,True
2795199,0.13707464295906102,4,2019-06-13,True
2795200,0.0,4,2019-06-13,True
2795202,0.0,6,2019-06-13,True
2795203,0.10582723611123321,5,2019-06-13,True
2795201,0.0,8,2019-06-13,True
2823108,,6,2019-07-13,False
2823105,,7,2019-07-13,False
2823107,,8,2019-07-13,False
2823106,,8,2019-07-13,False
2823109,0.6759960326368869,8,2019-07-14,True
2823112,0.29339015032112287,8,2019-07-14,True
2823111,0.0,8,2019-07-14,True
2823110,0.0,4,2019-07-14,True
2823113,0.0,5,2019-07-14,True
2832536,0.0,6,2019-07-20,True
2832543,0.4803679151356099,8,2019-07-20,True
2832545,0.0,8,2019-07-20,True
2832546,0.0497257682354881,8,2019-07-20,True
2832544,0.0,6,2019-07-20,True
2833635,0.0,8,2019-07-21,False
2833638,0.0,8,2019-07-21,False
2833639,0.0,4,2019-07-21,False
2833642,0.44930885612570187,5,2019-07-21,False
2839497,,8,2019-07-27,True
2839500,,8,2019-07-27,True
2839501,,8,2019-07-27,True
2839499,,8,2019-07-27,True
2841128,0.5605385498564488,8,2019-07-28,True
2841133,0.46743655079119406,8,2019-07-28,True
2841132,6.903508627063604e-05,8,2019-07-28,True
2841135,0.00016079212478139096,7,2019-07-28,True
2841136,0.00019960293102957508,7,2019-07-28,True
2851290,1.031160675633827,7,2019-08-03,False
2851291,1.040892969676199,8,2019-08-03,False
2852528,,8,2019-08-04,True
2853375,,6,2019-08-04,True
2852533,,8,2019-08-04,True
2852539,,5,2019-08-04,True
2852540,,8,2019-08-04,True
2852541,,8,2019-08-04,True
2858601,0.378062876436184,8,2019-08-10,False
2858603,0.6092233536601201,5,2019-08-10,False
2858605,0.0,8,2019-08-10,False
2860191,0.0,8,2019-08-11,True
2860198,0.0,4,2019-08-11,True
2860201,0.11758204255831986,5,2019-08-11,True
2860200,0.0,5,2019-08-11,True
2860199,0.3938234978285524,8,2019-08-11,True
2860209,0.27473631942766724,7,2019-08-11,True
2866783,0.0,6,2019-08-17,False
2866782,0.0,5,2019-08-17,False
2868162,0.4686158680266826,7,2019-08-17,False
2866785,0.4774647482139239,8,2019-08-17,False
2868471,1.2716482575918666,8,2019-08-18,True
2869496,0.0,8,2019-08-18,True
2868479,0.7183712305079643,8,2019-08-18,True
2868481,1.3525045208710984e-15,8,2019-08-18,True
2868480,0.0,6,2019-08-18,True
2868484,0.0,4,2019-08-18,True
2875730,0.638730965038008,5,2019-08-24,False
2875743,0.4852675124684332,5,2019-08-24,False
2877366,0.2110829096118395,7,2019-08-25,True
2877364,0.2991718775583385,8,2019-08-25,True
2877365,0.0,5,2019-08-25,True
2877372,0.3803557818207122,8,2019-08-25,True
2877371,0.2052078110258096,7,2019-08-25,True
2877373,0.0,8,2019-08-25,True
2884281,,8,2019-08-31,True
2884286,,8,2019-08-31,True
2884289,,8,2019-08-31,True
2884288,,8,2019-08-31,True
2885985,0.28489261291914486,8,2019-09-01,True
2885997,0.5928243358199181,8,2019-09-01,True
2885996,0.2157377712358204,6,2019-09-01,True
2886002,0.0,8,2019-09-01,True
2886001,0.22582496142971686,5,2019-09-01,True
2892749,0.0003407643620129574,7,2019-09-07,True
2892750,0.5734792504467786,7,2019-09-07,True
2892753,0.9859885528461311,8,2019-09-07,True
2892752,0.0007829456374248249,6,2019-09-07,True
2892754,0.18799211990612094,7,2019-09-07,True
2894181,0.340039846050212,8,2019-09-08,True
2894184,0.23298719248124428,4,2019-09-08,True
2894186,0.426761242996453,5,2019-09-08,True
2894185,0.0,8,2019-09-08,True
2894187,0.44650124572637484,7,2019-09-08,True
2900582,0.0,8,2019-09-14,False
2900600,0.5891380650049113,8,2019-09-14,False
2900602,0.5964041373624765,8,2019-09-14,False
